record_ID,units_sold
218298,40.0
218299,34.0
218301,14.0
218302,16.0
218304,11.0
218305,37.0
218306,40.0
218308,19.0
218309,68.0
218310,27.0
218313,154.0
218314,20.0
218315,29.0
218318,19.0
218319,20.0
218323,7.0
218324,8.0
218325,7.0
218326,14.0
218327,76.0
218328,63.0
218329,36.0
218330,19.0
218331,37.0
218332,29.0
218333,9.0
218334,9.0
218335,9.0
218336,152.0
218337,21.0
218338,29.0
218340,15.0
218341,32.0
218342,27.0
218343,23.0
218346,12.0
218347,9.0
218349,11.0
218350,64.0
218351,38.0
218352,31.0
218354,30.0
218355,33.0
218356,55.0
218359,18.0
218360,135.0
218361,21.0
218362,27.0
218363,33.0
218364,15.0
218369,64.0
218370,36.0
218371,30.0
218372,47.0
218373,52.0
218376,123.0
218377,25.0
218378,38.0
218381,34.0
218382,15.0
218386,12.0
218387,71.0
218388,46.0
218389,24.0
218391,33.0
218392,51.0
218393,57.0
218394,207.0
218395,40.0
218396,55.0
218399,35.0
218400,41.0
218401,25.0
218403,14.0
218404,18.0
218405,8.0
218406,15.0
218409,18.0
218410,18.0
218411,12.0
218412,28.0
218417,60.0
218418,18.0
218420,13.0
218421,36.0
218422,23.0
218425,42.0
218426,33.0
218427,9.0
218429,14.0
218431,99.0
218432,18.0
218433,26.0
218434,16.0
218435,15.0
218436,27.0
218437,25.0
218438,19.0
218441,11.0
218443,8.0
218445,57.0
218446,60.0
218447,35.0
218448,17.0
218450,19.0
218451,31.0
218452,30.0
218453,15.0
218455,25.0
218456,146.0
218457,22.0
218458,28.0
218460,8.0
218461,27.0
218462,39.0
218463,30.0
218465,13.0
218466,14.0
218469,24.0
218474,59.0
218475,20.0
218476,13.0
218477,18.0
218478,17.0
218479,141.0
218480,19.0
218481,18.0
218482,15.0
218483,24.0
218487,8.0
218488,36.0
218489,27.0
218490,14.0
218491,12.0
218492,31.0
218493,16.0
218494,10.0
218495,15.0
218496,162.0
218497,19.0
218498,26.0
218499,14.0
218502,45.0
218503,35.0
218506,15.0
218508,80.0
218509,77.0
218512,21.0
218513,32.0
218514,35.0
218515,10.0
218516,12.0
218517,19.0
218518,184.0
218519,34.0
218520,35.0
218521,28.0
218522,22.0
218523,38.0
218524,28.0
218525,28.0
218527,8.0
218528,15.0
218529,17.0
218530,158.0
218531,125.0
218532,45.0
218534,76.0
218535,120.0
218536,109.0
218539,26.0
218540,235.0
218541,62.0
218542,68.0
218545,62.0
218546,42.0
218550,38.0
218554,50.0
218555,42.0
218556,14.0
218558,14.0
218559,33.0
218560,26.0
218563,144.0
218564,20.0
218565,28.0
218566,23.0
218567,20.0
218568,30.0
218569,20.0
218573,11.0
218575,25.0
218576,22.0
218578,20.0
218579,42.0
218580,89.0
218581,27.0
218584,235.0
218585,34.0
218586,27.0
218588,19.0
218589,71.0
218590,41.0
218593,15.0
218596,57.0
218597,59.0
218598,27.0
218600,28.0
218601,61.0
218602,48.0
218603,23.0
218604,26.0
218605,23.0
218606,190.0
218607,36.0
218608,40.0
218609,17.0
218611,36.0
218612,27.0
218613,24.0
218614,12.0
218615,17.0
218616,15.0
218618,54.0
218619,50.0
218622,25.0
218623,34.0
218624,52.0
218626,133.0
218627,22.0
218628,29.0
218631,35.0
218635,18.0
218638,102.0
218639,71.0
218640,24.0
218642,49.0
218643,56.0
218644,70.0
218648,150.0
218649,46.0
218650,45.0
218651,52.0
218652,33.0
218653,23.0
218656,25.0
218658,207.0
218659,124.0
218660,74.0
218663,88.0
218664,108.0
218665,110.0
218667,243.0
218668,60.0
218669,83.0
218670,31.0
218671,33.0
218673,66.0
218674,48.0
218675,156.0
218676,20.0
218677,23.0
218678,54.0
218679,50.0
218680,24.0
218683,225.0
218684,175.0
218685,61.0
218686,24.0
218688,120.0
218689,138.0
218690,129.0
218694,270.0
218695,60.0
218696,79.0
218697,17.0
218698,12.0
218700,79.0
218701,44.0
218702,32.0
218703,16.0
218704,30.0
218705,50.0
218707,17.0
218711,24.0
218712,20.0
218713,13.0
218714,17.0
218715,21.0
218716,58.0
218717,26.0
218720,175.0
218721,24.0
218722,20.0
218723,6.0
218724,20.0
218726,60.0
218729,14.0
218731,47.0
218732,50.0
218734,19.0
218735,31.0
218736,15.0
218739,102.0
218740,18.0
218741,12.0
218744,17.0
218745,45.0
218746,32.0
218748,7.0
218749,11.0
218750,9.0
218753,12.0
218755,59.0
218757,15.0
218759,14.0
218763,119.0
218764,92.0
218765,43.0
218766,54.0
218767,62.0
218768,71.0
218772,188.0
218773,44.0
218774,53.0
218775,16.0
218776,8.0
218777,49.0
218778,35.0
218780,15.0
218781,18.0
218782,29.0
218785,71.0
218786,32.0
218789,38.0
218790,46.0
218793,144.0
218794,23.0
218795,39.0
218798,34.0
218799,16.0
218800,10.0
218803,19.0
218806,151.0
218807,92.0
218808,43.0
218810,55.0
218811,88.0
218812,92.0
218815,225.0
218816,45.0
218817,61.0
218818,28.0
218820,46.0
218821,28.0
218822,25.0
218824,16.0
218825,31.0
218827,20.0
218828,22.0
218833,29.0
218834,17.0
218836,13.0
218837,170.0
218838,18.0
218839,21.0
218840,7.0
218842,14.0
218844,39.0
218846,13.0
218849,38.0
218850,40.0
218852,17.0
218853,18.0
218855,167.0
218856,22.0
218857,32.0
218858,24.0
218859,19.0
218860,34.0
218861,29.0
218862,25.0
218864,8.0
218865,13.0
218867,12.0
218868,23.0
218869,19.0
218873,20.0
218874,46.0
218875,24.0
218876,16.0
218877,15.0
218878,13.0
218879,140.0
218880,33.0
218881,20.0
218884,21.0
218885,28.0
218886,23.0
218889,155.0
218890,94.0
218891,63.0
218892,50.0
218893,36.0
218894,116.0
218895,140.0
218896,141.0
218898,12.0
218899,16.0
218900,272.0
218901,89.0
218902,129.0
218903,29.0
218904,17.0
218907,83.0
218908,64.0
218909,28.0
218911,38.0
218912,53.0
218913,50.0
218914,32.0
218915,19.0
218917,58.0
218918,42.0
218919,24.0
218921,49.0
218922,55.0
218923,63.0
218924,26.0
218927,89.0
218928,44.0
218929,45.0
218930,54.0
218931,28.0
218932,21.0
218934,43.0
218935,25.0
218936,88.0
218937,73.0
218938,34.0
218939,42.0
218940,49.0
218941,66.0
218945,173.0
218946,52.0
218947,44.0
218948,57.0
218949,40.0
218953,24.0
218954,6.0
218956,203.0
218957,150.0
218958,91.0
218961,137.0
218962,145.0
218963,128.0
218964,17.0
218967,334.0
218968,80.0
218969,128.0
218970,26.0
218974,83.0
218975,106.0
218976,107.0
218978,29.0
218979,53.0
218980,24.0
218983,90.0
218984,74.0
218985,24.0
218986,21.0
218987,42.0
218988,42.0
218989,14.0
218990,15.0
218991,18.0
218992,260.0
218993,34.0
218994,50.0
218995,32.0
218996,29.0
218998,51.0
218999,72.0
219000,58.0
219002,15.0
219003,31.0
219004,44.0
219006,22.0
219010,32.0
219011,20.0
219012,19.0
219013,13.0
219014,165.0
219015,33.0
219016,20.0
219017,6.0
219018,46.0
219019,74.0
219020,43.0
219023,16.0
219025,62.0
219026,76.0
219028,18.0
219029,37.0
219030,23.0
219032,17.0
219034,131.0
219035,23.0
219036,16.0
219038,18.0
219039,17.0
219040,14.0
219043,65.0
219044,65.0
219045,15.0
219047,28.0
219048,55.0
219049,45.0
219050,22.0
219051,26.0
219052,27.0
219053,227.0
219054,31.0
219055,29.0
219056,21.0
219057,16.0
219058,36.0
219059,31.0
219060,25.0
219062,14.0
219063,16.0
219065,157.0
219066,113.0
219067,39.0
219068,56.0
219069,72.0
219070,102.0
219072,17.0
219073,219.0
219074,40.0
219075,61.0
219076,16.0
219077,10.0
219078,58.0
219079,34.0
219082,16.0
219083,44.0
219089,76.0
219090,58.0
219091,16.0
219092,62.0
219093,67.0
219094,95.0
219098,207.0
219099,41.0
219100,57.0
219101,56.0
219102,28.0
219105,24.0
219106,8.0
219107,48.0
219108,37.0
219109,11.0
219110,50.0
219111,73.0
219112,35.0
219116,172.0
219117,46.0
219118,67.0
219119,39.0
219120,103.0
219121,62.0
219123,47.0
219124,44.0
219127,42.0
219129,12.0
219130,28.0
219131,29.0
219132,7.0
219135,145.0
219136,25.0
219137,39.0
219138,22.0
219139,21.0
219140,33.0
219141,38.0
219142,33.0
219143,7.0
219144,11.0
219145,14.0
219147,12.0
219149,129.0
219150,91.0
219151,54.0
219154,90.0
219155,111.0
219156,100.0
219159,277.0
219160,57.0
219161,81.0
219162,14.0
219163,9.0
219165,60.0
219166,39.0
219167,28.0
219169,23.0
219170,45.0
219172,13.0
219175,14.0
219176,48.0
219177,26.0
219179,19.0
219180,37.0
219181,27.0
219185,221.0
219186,26.0
219187,35.0
219188,23.0
219189,19.0
219190,33.0
219191,31.0
219192,23.0
219195,14.0
219196,13.0
219197,8.0
219198,20.0
219199,19.0
219200,23.0
219201,24.0
219202,24.0
219206,25.0
219207,86.0
219210,21.0
219211,12.0
219214,154.0
219215,84.0
219216,56.0
219218,68.0
219219,84.0
219220,127.0
219223,20.0
219224,129.0
219225,334.0
219226,102.0
219227,21.0
219228,11.0
219229,77.0
219230,61.0
219231,34.0
219233,26.0
219234,66.0
219235,20.0
219238,78.0
219239,84.0
219240,19.0
219241,14.0
219243,24.0
219244,59.0
219245,39.0
219246,16.0
219247,16.0
219248,13.0
219249,85.0
219250,131.0
219251,40.0
219252,24.0
219253,23.0
219254,36.0
219255,43.0
219256,31.0
219257,21.0
219258,24.0
219259,25.0
219261,10.0
219262,8.0
219263,18.0
219264,37.0
219265,32.0
219268,32.0
219269,30.0
219270,11.0
219271,12.0
219273,78.0
219274,94.0
219275,42.0
219276,13.0
219277,12.0
219279,30.0
219280,55.0
219281,34.0
219283,22.0
219284,22.0
219286,6.0
219287,6.0
219288,10.0
219289,226.0
219290,199.0
219291,71.0
219292,26.0
219294,77.0
219295,119.0
219296,196.0
219300,190.0
219301,481.0
219302,159.0
219303,29.0
219304,27.0
219306,114.0
219307,67.0
219308,41.0
219309,24.0
219310,48.0
219311,151.0
219312,10.0
219313,55.0
219315,11.0
219316,89.0
219317,85.0
219319,36.0
219320,42.0
219321,73.0
219324,16.0
219325,65.0
219326,141.0
219327,71.0
219328,12.0
219329,8.0
219330,48.0
219331,33.0
219334,31.0
219335,35.0
219339,160.0
219340,90.0
219341,72.0
219342,20.0
219344,70.0
219345,87.0
219346,123.0
219348,146.0
219349,321.0
219350,114.0
219351,24.0
219352,12.0
219354,79.0
219355,56.0
219357,24.0
219358,34.0
219359,75.0
219361,32.0
219364,40.0
219368,19.0
219369,34.0
219370,28.0
219371,13.0
219372,13.0
219373,13.0
219374,75.0
219375,94.0
219376,34.0
219377,16.0
219378,17.0
219380,30.0
219381,45.0
219382,32.0
219383,18.0
219384,24.0
219385,25.0
219386,33.0
219387,26.0
219389,9.0
219390,23.0
219391,21.0
219392,10.0
219395,97.0
219396,26.0
219397,28.0
219398,9.0
219400,29.0
219401,24.0
219404,18.0
219406,43.0
219407,28.0
219410,20.0
219411,55.0
219412,47.0
219413,9.0
219416,130.0
219417,178.0
219418,76.0
219419,29.0
219420,29.0
219422,48.0
219423,56.0
219424,34.0
219425,12.0
219426,19.0
219427,23.0
219429,20.0
219430,16.0
219431,24.0
219434,14.0
219435,38.0
219436,18.0
219438,15.0
219439,38.0
219440,37.0
219441,16.0
219442,12.0
219443,33.0
219446,16.0
219451,9.0
219452,15.0
219453,31.0
219454,17.0
219455,10.0
219457,47.0
219458,45.0
219459,22.0
219462,11.0
219463,13.0
219466,19.0
219467,95.0
219468,58.0
219469,36.0
219471,41.0
219472,55.0
219473,92.0
219476,78.0
219477,213.0
219478,73.0
219479,10.0
219481,55.0
219482,33.0
219483,124.0
219484,30.0
219485,39.0
219486,79.0
219487,10.0
219489,64.0
219490,59.0
219491,25.0
219493,36.0
219494,37.0
219495,42.0
219499,53.0
219500,163.0
219501,40.0
219502,31.0
219503,41.0
219504,33.0
219505,24.0
219507,40.0
219508,32.0
219509,26.0
219512,22.0
219513,22.0
219517,94.0
219518,126.0
219519,60.0
219520,23.0
219521,19.0
219522,32.0
219523,40.0
219524,31.0
219526,13.0
219527,18.0
219530,75.0
219531,99.0
219532,30.0
219534,26.0
219535,56.0
219536,41.0
219537,13.0
219538,18.0
219539,20.0
219540,114.0
219541,147.0
219542,58.0
219543,24.0
219544,21.0
219546,46.0
219547,46.0
219548,44.0
219549,22.0
219550,23.0
219551,48.0
219552,7.0
219554,17.0
219555,17.0
219559,22.0
219560,21.0
219564,61.0
219565,45.0
219566,21.0
219568,22.0
219569,17.0
219572,15.0
219573,153.0
219574,106.0
219575,55.0
219577,41.0
219578,42.0
219579,90.0
219583,106.0
219584,197.0
219585,91.0
219586,23.0
219587,18.0
219588,55.0
219589,36.0
219590,40.0
219591,21.0
219592,24.0
219593,58.0
219595,20.0
219599,124.0
219600,95.0
219601,54.0
219604,56.0
219605,62.0
219606,113.0
219607,17.0
219610,106.0
219611,249.0
219612,92.0
219615,58.0
219616,32.0
219617,19.0
219619,35.0
219620,60.0
219621,23.0
219623,72.0
219624,75.0
219625,40.0
219627,21.0
219628,40.0
219629,43.0
219630,13.0
219631,12.0
219632,15.0
219633,105.0
219634,126.0
219635,63.0
219636,26.0
219637,25.0
219638,41.0
219639,52.0
219640,37.0
219641,15.0
219642,27.0
219643,26.0
219644,13.0
219645,13.0
219647,13.0
219648,38.0
219649,25.0
219651,12.0
219652,28.0
219653,23.0
219654,16.0
219656,15.0
219657,61.0
219658,41.0
219659,21.0
219660,20.0
219661,36.0
219662,25.0
219664,15.0
219665,15.0
219666,6.0
219674,27.0
219678,75.0
219679,44.0
219680,29.0
219682,28.0
219683,36.0
219684,60.0
219686,54.0
219687,111.0
219688,48.0
219689,10.0
219691,33.0
219692,22.0
219693,14.0
219696,34.0
219698,9.0
219699,60.0
219700,36.0
219701,10.0
219702,25.0
219703,26.0
219704,8.0
219705,76.0
219706,95.0
219707,40.0
219708,20.0
219709,17.0
219710,36.0
219711,33.0
219712,28.0
219713,12.0
219714,18.0
219715,24.0
219718,10.0
219719,23.0
219720,196.0
219721,167.0
219722,96.0
219725,56.0
219726,76.0
219727,106.0
219730,21.0
219731,149.0
219732,368.0
219733,132.0
219734,33.0
219738,67.0
219739,56.0
219740,57.0
219742,25.0
219743,64.0
219745,23.0
219746,9.0
219748,11.0
219750,11.0
219751,27.0
219753,11.0
219755,67.0
219756,77.0
219757,17.0
219758,14.0
219759,60.0
219760,35.0
219766,89.0
219767,66.0
219768,47.0
219770,50.0
219771,48.0
219772,82.0
219776,62.0
219777,171.0
219778,64.0
219780,38.0
219781,45.0
219783,24.0
219785,51.0
219786,11.0
219788,111.0
219789,84.0
219790,45.0
219791,34.0
219792,40.0
219793,78.0
219795,78.0
219796,174.0
219797,63.0
219798,24.0
219799,19.0
219800,56.0
219801,31.0
219802,23.0
219804,24.0
219805,58.0
219806,5.0
219807,20.0
219810,16.0
219815,35.0
219818,7.0
219819,45.0
219820,30.0
219823,14.0
219825,42.0
219826,28.0
219828,13.0
219829,24.0
219830,77.0
219831,37.0
219832,12.0
219833,11.0
219835,116.0
219836,167.0
219837,69.0
219838,29.0
219839,25.0
219842,40.0
219843,29.0
219844,26.0
219846,30.0
219847,32.0
219851,31.0
219853,12.0
219854,18.0
219855,47.0
219856,33.0
219858,19.0
219859,17.0
219860,44.0
219861,98.0
219862,18.0
219864,9.0
219865,22.0
219866,22.0
219867,16.0
219870,197.0
219871,132.0
219872,29.0
219875,52.0
219876,63.0
219877,106.0
219880,17.0
219881,90.0
219882,156.0
219883,96.0
219884,14.0
219885,8.0
219886,55.0
219887,36.0
219888,22.0
219890,48.0
219891,57.0
219893,10.0
219896,180.0
219897,33.0
219898,8.0
219901,12.0
219902,42.0
219903,21.0
219904,13.0
219905,13.0
219906,13.0
219907,176.0
219908,72.0
219909,38.0
219910,11.0
219911,11.0
219913,54.0
219914,40.0
219915,14.0
219916,20.0
219917,21.0
219919,85.0
219920,89.0
219921,18.0
219922,17.0
219923,30.0
219924,32.0
219925,27.0
219926,25.0
219927,31.0
219928,78.0
219929,95.0
219930,36.0
219931,14.0
219932,12.0
219933,37.0
219934,40.0
219935,34.0
219937,20.0
219938,21.0
219940,11.0
219941,34.0
219942,35.0
219944,17.0
219945,61.0
219946,27.0
219949,53.0
219950,79.0
219951,31.0
219954,18.0
219955,20.0
219959,12.0
219960,7.0
219961,7.0
219962,13.0
219963,71.0
219964,58.0
219965,23.0
219966,19.0
219967,34.0
219968,28.0
219969,9.0
219970,9.0
219971,9.0
219972,62.0
219973,103.0
219974,36.0
219976,14.0
219977,29.0
219978,25.0
219979,23.0
219982,24.0
219983,9.0
219985,11.0
219986,60.0
219987,46.0
219988,26.0
219990,24.0
219991,28.0
219992,54.0
219995,17.0
219996,41.0
219997,104.0
219998,37.0
219999,30.0
220000,19.0
220005,60.0
220006,34.0
220007,24.0
220008,37.0
220009,50.0
220012,39.0
220013,111.0
220014,40.0
220017,30.0
220018,14.0
220022,12.0
220023,67.0
220024,44.0
220025,23.0
220027,27.0
220028,41.0
220029,55.0
220030,85.0
220031,181.0
220032,57.0
220035,32.0
220036,42.0
220037,20.0
220039,24.0
220040,26.0
220041,8.0
220042,14.0
220045,16.0
220046,17.0
220047,12.0
220048,28.0
220053,38.0
220054,50.0
220056,11.0
220057,35.0
220058,23.0
220061,38.0
220062,31.0
220063,8.0
220065,16.0
220067,79.0
220068,67.0
220069,32.0
220070,16.0
220071,14.0
220072,23.0
220073,25.0
220074,19.0
220077,17.0
220079,8.0
220080,38.0
220081,57.0
220082,33.0
220083,11.0
220085,18.0
220086,30.0
220087,29.0
220088,20.0
220090,13.0
220091,75.0
220092,89.0
220093,36.0
220095,8.0
220096,24.0
220097,38.0
220098,30.0
220100,18.0
220101,20.0
220103,21.0
220108,44.0
220109,20.0
220110,12.0
220111,17.0
220112,16.0
220113,55.0
220114,64.0
220115,26.0
220116,13.0
220117,24.0
220121,21.0
220122,33.0
220123,26.0
220124,12.0
220125,11.0
220126,28.0
220127,15.0
220128,10.0
220129,11.0
220130,70.0
220131,58.0
220132,28.0
220133,13.0
220135,45.0
220136,33.0
220139,20.0
220141,76.0
220142,74.0
220145,20.0
220146,31.0
220147,34.0
220148,12.0
220149,11.0
220150,24.0
220151,61.0
220152,126.0
220153,34.0
220154,26.0
220155,21.0
220156,35.0
220157,26.0
220158,24.0
220160,20.0
220161,21.0
220162,16.0
220163,152.0
220164,120.0
220165,44.0
220167,59.0
220168,68.0
220169,104.0
220172,24.0
220173,88.0
220174,295.0
220175,87.0
220178,57.0
220179,52.0
220183,61.0
220187,45.0
220188,38.0
220189,14.0
220191,14.0
220192,31.0
220193,25.0
220196,58.0
220197,88.0
220198,32.0
220199,25.0
220200,19.0
220201,27.0
220202,19.0
220206,24.0
220208,23.0
220209,18.0
220211,13.0
220212,27.0
220213,63.0
220214,26.0
220217,136.0
220218,139.0
220219,35.0
220221,18.0
220222,70.0
220223,34.0
220226,26.0
220229,54.0
220230,54.0
220231,25.0
220233,27.0
220234,58.0
220235,46.0
220236,21.0
220237,24.0
220238,21.0
220239,145.0
220240,145.0
220241,42.0
220242,16.0
220244,33.0
220245,26.0
220246,23.0
220247,21.0
220248,30.0
220249,26.0
220251,52.0
220252,48.0
220255,21.0
220256,31.0
220257,50.0
220259,55.0
220260,98.0
220261,33.0
220263,32.0
220267,22.0
220270,98.0
220271,68.0
220272,24.0
220274,39.0
220275,47.0
220276,66.0
220280,59.0
220281,178.0
220282,50.0
220283,49.0
220284,33.0
220285,22.0
220288,37.0
220290,201.0
220291,120.0
220292,72.0
220295,54.0
220296,58.0
220297,106.0
220299,109.0
220300,282.0
220301,99.0
220302,29.0
220303,34.0
220305,63.0
220306,55.0
220307,34.0
220308,23.0
220309,26.0
220310,87.0
220311,7.0
220312,23.0
220315,219.0
220316,169.0
220317,59.0
220318,16.0
220320,67.0
220321,71.0
220322,123.0
220326,105.0
220327,285.0
220328,87.0
220329,16.0
220330,12.0
220332,75.0
220333,43.0
220334,31.0
220335,24.0
220336,43.0
220337,87.0
220339,17.0
220343,21.0
220344,18.0
220345,12.0
220346,11.0
220347,20.0
220348,41.0
220349,25.0
220352,76.0
220353,102.0
220354,24.0
220355,6.0
220356,19.0
220358,57.0
220361,20.0
220363,43.0
220364,31.0
220366,12.0
220367,20.0
220368,14.0
220371,98.0
220372,63.0
220373,18.0
220376,15.0
220377,47.0
220378,31.0
220380,12.0
220381,17.0
220382,8.0
220385,10.0
220387,18.0
220389,13.0
220391,14.0
220395,113.0
220396,87.0
220397,41.0
220398,35.0
220399,40.0
220400,67.0
220404,85.0
220405,182.0
220406,63.0
220407,16.0
220408,8.0
220409,45.0
220410,35.0
220412,16.0
220413,21.0
220414,38.0
220417,67.0
220418,31.0
220421,33.0
220422,37.0
220424,54.0
220425,103.0
220426,47.0
220429,31.0
220430,19.0
220431,10.0
220434,27.0
220436,143.0
220437,87.0
220438,42.0
220440,35.0
220441,53.0
220442,94.0
220445,78.0
220446,168.0
220447,85.0
220448,18.0
220450,42.0
220451,28.0
220452,20.0
220454,25.0
220455,45.0
220457,19.0
220458,21.0
220463,28.0
220464,16.0
220467,12.0
220468,130.0
220469,67.0
220470,27.0
220471,6.0
220473,13.0
220475,48.0
220477,17.0
220480,35.0
220481,35.0
220484,16.0
220485,16.0
220487,82.0
220488,102.0
220489,31.0
220490,23.0
220491,18.0
220492,31.0
220493,27.0
220494,26.0
220496,20.0
220497,19.0
220499,12.0
220500,19.0
220501,17.0
220505,19.0
220506,44.0
220507,23.0
220508,15.0
220509,14.0
220510,12.0
220511,58.0
220512,128.0
220513,24.0
220516,19.0
220517,26.0
220518,17.0
220521,149.0
220522,90.0
220523,61.0
220524,34.0
220525,23.0
220526,62.0
220527,98.0
220528,134.0
220530,10.0
220531,15.0
220532,170.0
220533,258.0
220534,142.0
220535,27.0
220536,19.0
220539,79.0
220540,64.0
220541,27.0
220543,58.0
220544,78.0
220545,7.0
220546,31.0
220547,18.0
220549,55.0
220550,40.0
220551,23.0
220553,40.0
220554,43.0
220555,67.0
220556,25.0
220559,47.0
220560,155.0
220561,48.0
220562,50.0
220563,35.0
220564,20.0
220566,68.0
220567,36.0
220568,84.0
220569,69.0
220570,33.0
220571,35.0
220572,40.0
220573,63.0
220577,63.0
220578,211.0
220579,56.0
220580,53.0
220581,41.0
220585,33.0
220586,5.0
220588,196.0
220589,144.0
220590,88.0
220593,83.0
220594,99.0
220595,123.0
220596,16.0
220599,175.0
220600,235.0
220601,142.0
220602,24.0
220606,80.0
220607,105.0
220608,82.0
220610,37.0
220611,110.0
220612,23.0
220615,80.0
220616,66.0
220617,21.0
220618,19.0
220619,39.0
220620,40.0
220621,13.0
220622,14.0
220623,17.0
220624,129.0
220625,125.0
220626,60.0
220627,39.0
220628,28.0
220630,48.0
220631,73.0
220632,58.0
220634,20.0
220635,44.0
220636,7.0
220638,21.0
220642,31.0
220643,19.0
220644,10.0
220645,12.0
220646,89.0
220647,112.0
220648,32.0
220649,6.0
220650,23.0
220651,75.0
220652,42.0
220655,22.0
220657,56.0
220658,65.0
220660,17.0
220661,34.0
220662,22.0
220664,16.0
220666,42.0
220667,99.0
220668,21.0
220670,16.0
220671,16.0
220672,13.0
220675,59.0
220676,59.0
220677,14.0
220679,27.0
220680,51.0
220681,43.0
220682,21.0
220683,24.0
220684,25.0
220685,92.0
220686,104.0
220687,33.0
220688,20.0
220689,15.0
220690,33.0
220691,30.0
220692,23.0
220694,19.0
220695,23.0
220697,151.0
220698,109.0
220699,37.0
220700,43.0
220701,56.0
220702,98.0
220704,16.0
220705,143.0
220706,182.0
220707,75.0
220708,16.0
220709,10.0
220710,54.0
220711,33.0
220714,25.0
220715,67.0
220721,71.0
220722,55.0
220723,16.0
220724,43.0
220725,44.0
220726,90.0
220730,65.0
220731,176.0
220732,80.0
220733,52.0
220734,35.0
220737,33.0
220738,8.0
220739,46.0
220740,36.0
220741,11.0
220742,39.0
220743,57.0
220744,33.0
220748,75.0
220749,185.0
220750,81.0
220751,36.0
220752,101.0
220753,57.0
220755,83.0
220756,68.0
220759,38.0
220761,11.0
220762,27.0
220763,28.0
220764,6.0
220767,65.0
220768,96.0
220769,40.0
220770,21.0
220771,20.0
220772,30.0
220773,54.0
220774,30.0
220775,9.0
220776,17.0
220777,19.0
220779,12.0
220781,124.0
220782,88.0
220783,53.0
220786,54.0
220787,59.0
220788,95.0
220791,107.0
220792,285.0
220793,93.0
220794,13.0
220795,8.0
220797,56.0
220798,38.0
220799,22.0
220801,36.0
220802,71.0
220804,12.0
220807,13.0
220808,43.0
220809,23.0
220811,18.0
220812,35.0
220813,30.0
220816,76.0
220817,105.0
220818,32.0
220819,22.0
220820,18.0
220821,30.0
220822,29.0
220823,23.0
220826,25.0
220827,11.0
220828,8.0
220829,20.0
220830,19.0
220831,23.0
220832,25.0
220833,29.0
220837,39.0
220838,128.0
220841,25.0
220842,12.0
220845,154.0
220846,84.0
220847,56.0
220850,68.0
220851,84.0
220852,127.0
220855,20.0
220856,135.0
220857,330.0
220858,103.0
220859,25.0
220860,11.0
220861,77.0
220862,55.0
220863,33.0
220865,26.0
220866,55.0
220867,20.0
220870,72.0
220871,80.0
220872,18.0
220873,14.0
220875,24.0
220876,60.0
220877,39.0
220878,16.0
220879,16.0
220880,13.0
220881,84.0
220882,131.0
220883,47.0
220884,24.0
220885,23.0
220886,36.0
220887,44.0
220888,31.0
220889,21.0
220890,24.0
220891,25.0
220893,10.0
220894,8.0
220895,19.0
220896,35.0
220897,33.0
220900,32.0
220901,30.0
220902,11.0
220903,12.0
220905,81.0
220906,90.0
220907,40.0
220908,13.0
220909,9.0
220911,30.0
220912,49.0
220913,34.0
220915,22.0
220916,22.0
220918,6.0
220919,6.0
220920,10.0
220921,226.0
220922,199.0
220923,71.0
220924,25.0
220926,77.0
220927,119.0
220928,191.0
220932,194.0
220933,481.0
220934,159.0
220935,28.0
220936,23.0
220938,114.0
220939,76.0
220940,41.0
220941,24.0
220942,48.0
220943,91.0
220944,9.0
220945,55.0
220947,11.0
220948,109.0
220949,85.0
220951,36.0
220952,42.0
220953,72.0
220956,17.0
220957,82.0
220958,141.0
220959,70.0
220960,16.0
220961,9.0
220962,48.0
220963,33.0
220966,31.0
220967,35.0
220970,160.0
220971,89.0
220972,72.0
220973,20.0
220975,70.0
220976,87.0
220977,123.0
220979,141.0
220980,316.0
220981,138.0
220982,24.0
220983,12.0
220985,79.0
220986,57.0
220988,24.0
220989,34.0
220990,75.0
220992,32.0
220995,38.0
220999,19.0
221000,34.0
221001,28.0
221002,13.0
221003,13.0
221004,13.0
221005,70.0
221006,85.0
221007,33.0
221008,16.0
221009,13.0
221011,30.0
221012,45.0
221013,32.0
221014,18.0
221015,21.0
221016,24.0
221017,31.0
221018,24.0
221020,8.0
221021,23.0
221022,21.0
221023,10.0
221026,96.0
221027,43.0
221028,27.0
221029,9.0
221032,29.0
221033,24.0
221036,18.0
221039,53.0
221040,27.0
221043,19.0
221044,55.0
221045,47.0
221046,9.0
221049,130.0
221050,178.0
221051,76.0
221052,29.0
221053,38.0
221055,48.0
221056,56.0
221057,34.0
221058,12.0
221059,17.0
221060,20.0
221062,20.0
221063,16.0
221064,24.0
221067,14.0
221068,38.0
221069,18.0
221071,15.0
221072,43.0
221073,60.0
221074,17.0
221075,12.0
221076,47.0
221079,23.0
221084,9.0
221085,15.0
221086,30.0
221087,17.0
221088,10.0
221090,42.0
221091,45.0
221092,22.0
221095,11.0
221096,13.0
221099,19.0
221100,95.0
221101,58.0
221102,36.0
221104,39.0
221105,55.0
221106,92.0
221109,99.0
221110,214.0
221111,79.0
221112,13.0
221114,55.0
221115,33.0
221116,77.0
221117,30.0
221118,39.0
221119,79.0
221120,10.0
221122,64.0
221123,58.0
221124,19.0
221126,36.0
221127,37.0
